,traj_n,length,reward,time,sub_type,time_agent,avg_time,reward_agent,avg_reward,usage,type,Length,Reward,Viol,S1_Usage,t1,t2,t3,t4,t6,t7,viol_constr,perc_usage
95,95,25.0,-99.94112549695429,901.0,s1,7,0.7,-44.970562748477136,-4.497056274847713,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.4
95,95,25.0,-99.94112549695429,901.0,s2,894,59.6,-54.97056274847715,-3.66470418323181,15,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6
96,96,16.0,-108.97056274847714,360.0,s1,0,0.0,-60.97056274847715,-15.242640687119287,4,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.25
96,96,16.0,-108.97056274847714,360.0,s2,360,30.0,-48.0,-4.0,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.75
97,97,16.0,-107.31370849898477,533.0,s1,3,0.5,-77.31370849898477,-12.885618083164127,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.375
97,97,16.0,-107.31370849898477,533.0,s2,530,53.0,-30.0,-3.0,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.625
98,98,24.0,-190.2842712474619,1025.0,s1,5,0.4166666666666667,-148.97056274847714,-12.414213562373094,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,2.0,0.5
98,98,24.0,-190.2842712474619,1025.0,s2,1020,85.0,-41.31370849898477,-3.442809041582064,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5
99,99,19.0,-120.97056274847715,1764.0,s1,2,0.3333333333333333,-68.97056274847715,-11.495093791412858,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.3157894736842105
99,99,19.0,-120.97056274847715,1764.0,s2,1762,135.53846153846155,-52.0,-4.0,13,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6842105263157895
100,100,20.0,-124.97056274847715,385.0,s1,9,0.9,-93.31370849898477,-9.331370849898477,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5
100,100,20.0,-124.97056274847715,385.0,s2,376,37.6,-31.65685424949238,-3.165685424949238,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5
101,101,27.0,-148.0,1014.0,s1,2,0.18181818181818182,-44.0,-4.0,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.4074074074074074
101,101,27.0,-148.0,1014.0,s2,1012,63.25,-104.0,-6.5,16,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5925925925925926
102,102,21.0,-127.31370849898475,484.0,s1,7,0.7,-83.31370849898477,-8.331370849898477,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.47619047619047616
102,102,21.0,-127.31370849898475,484.0,s2,477,43.36363636363637,-44.0,-4.0,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5238095238095238
103,103,18.0,-112.97056274847715,477.0,s1,2,0.2222222222222222,-75.31370849898477,-8.36818983322053,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5
103,103,18.0,-112.97056274847715,477.0,s2,475,52.77777777777778,-37.65685424949238,-4.184094916610265,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5
104,104,14.0,-97.65685424949238,310.0,s1,4,0.6666666666666666,-65.65685424949238,-10.942809041582064,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.42857142857142855
104,104,14.0,-97.65685424949238,310.0,s2,306,38.25,-32.0,-4.0,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5714285714285714
105,105,18.0,-215.31370849898477,338.0,s1,1,0.14285714285714285,-71.31370849898477,-10.18767264271211,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.3888888888888889
105,105,18.0,-215.31370849898477,338.0,s2,337,30.636363636363637,-144.0,-13.090909090909092,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,2.0,0.6111111111111112
106,106,22.0,-132.97056274847714,242.0,s1,4,0.2857142857142857,-100.97056274847715,-7.212183053462653,14,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.6363636363636364
106,106,22.0,-132.97056274847714,242.0,s2,238,29.75,-32.0,-4.0,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.36363636363636365
107,107,16.0,-105.65685424949238,161.0,s1,1,0.1111111111111111,-77.65685424949238,-8.62853936105471,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5625
107,107,16.0,-105.65685424949238,161.0,s2,160,22.857142857142858,-28.0,-4.0,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.4375
108,108,13.0,-93.65685424949238,235.0,s1,0,0.0,-66.0,-16.5,4,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.3076923076923077
108,108,13.0,-93.65685424949238,235.0,s2,235,26.11111111111111,-27.65685424949238,-3.0729838054991534,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6923076923076923
109,109,15.0,-153.31370849898474,333.0,s1,2,0.3333333333333333,-74.0,-12.333333333333334,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.4
109,109,15.0,-153.31370849898474,333.0,s2,331,36.77777777777778,-79.31370849898477,-8.812634277664975,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.6
110,110,18.0,-165.31370849898477,534.0,s1,3,0.75,-116.0,-29.0,4,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,2.0,0.2222222222222222
110,110,18.0,-165.31370849898477,534.0,s2,531,37.92857142857143,-49.31370849898477,-3.5224077499274835,14,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.7777777777777778
111,111,13.0,-95.31370849898477,259.0,s1,1,0.16666666666666666,-75.65685424949238,-12.60947570824873,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.46153846153846156
111,111,13.0,-95.31370849898477,259.0,s2,258,36.857142857142854,-19.65685424949238,-2.8081220356417687,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5384615384615384
112,112,20.0,-171.65685424949237,295.0,s1,3,0.3333333333333333,-87.65685424949238,-9.73965047216582,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.45
112,112,20.0,-171.65685424949237,295.0,s2,292,26.545454545454547,-84.0,-7.636363636363637,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.55
113,113,15.0,-103.31370849898477,218.0,s1,1,0.14285714285714285,-71.31370849898477,-10.18767264271211,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.4666666666666667
113,113,15.0,-103.31370849898477,218.0,s2,217,27.125,-32.0,-4.0,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5333333333333333
114,114,13.0,-91.31370849898477,70.0,s1,2,0.2,-79.31370849898477,-7.931370849898476,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.7692307692307693
114,114,13.0,-91.31370849898477,70.0,s2,68,22.666666666666668,-12.0,-4.0,3,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.23076923076923078
115,115,17.0,-112.28427124746192,223.0,s1,2,0.2857142857142857,-78.97056274847715,-11.281508964068165,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.4117647058823529
115,115,17.0,-112.28427124746192,223.0,s2,221,22.1,-33.31370849898477,-3.3313708498984766,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5882352941176471
116,116,16.0,-108.97056274847714,240.0,s1,0,0.0,-73.31370849898477,-14.662741699796953,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.3125
116,116,16.0,-108.97056274847714,240.0,s2,240,21.818181818181817,-35.65685424949238,-3.2415322044993076,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6875
117,117,18.0,-118.62741699796953,257.0,s1,1,0.14285714285714285,-29.65685424949238,-4.2366934642131975,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.3888888888888889
117,117,18.0,-118.62741699796953,257.0,s2,256,23.272727272727273,-88.97056274847715,-8.088232977134286,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.6111111111111112
118,118,17.0,-111.31370849898477,328.0,s1,0,0.0,-85.31370849898477,-10.664213562373096,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.47058823529411764
118,118,17.0,-111.31370849898477,328.0,s2,328,36.44444444444444,-26.0,-2.888888888888889,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5294117647058824
119,119,18.0,-113.65685424949238,268.0,s1,0,0.0,-74.0,-12.333333333333334,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.3333333333333333
119,119,18.0,-113.65685424949238,268.0,s2,268,22.333333333333332,-39.65685424949238,-3.3047378541243653,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6666666666666666
120,120,13.0,-93.65685424949238,541.0,s1,1,0.25,-66.0,-16.5,4,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.3076923076923077
120,120,13.0,-93.65685424949238,541.0,s2,540,60.0,-27.65685424949238,-3.0729838054991534,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6923076923076923
121,121,25.0,-193.31370849898474,631.0,s1,8,0.5714285714285714,-107.65685424949238,-7.68977530353517,14,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.56
121,121,25.0,-193.31370849898474,631.0,s2,623,56.63636363636363,-85.65685424949238,-7.786986749953853,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.44
122,122,35.0,-234.28427124746187,577.0,s1,4,0.25,-164.97056274847714,-10.310660171779821,16,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,2.0,0.45714285714285713
122,122,35.0,-234.28427124746187,577.0,s2,573,30.157894736842106,-69.31370849898477,-3.6480899209991984,19,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5428571428571428
123,123,21.0,-132.28427124746187,347.0,s1,4,0.4444444444444444,-29.31370849898476,-3.2570787221094175,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.42857142857142855
123,123,21.0,-132.28427124746187,347.0,s2,343,28.583333333333332,-102.97056274847715,-8.580880229039762,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5714285714285714
124,124,15.0,-151.65685424949237,241.0,s1,2,0.3333333333333333,-74.0,-12.333333333333334,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.4
124,124,15.0,-151.65685424949237,241.0,s2,239,26.555555555555557,-77.65685424949238,-8.62853936105471,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.6
125,125,17.0,-114.62741699796953,139.0,s1,3,0.3,-86.62741699796953,-8.662741699796953,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5882352941176471
125,125,17.0,-114.62741699796953,139.0,s2,136,19.428571428571427,-28.0,-4.0,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.4117647058823529
126,126,35.0,-193.25483399593904,263.0,s1,6,0.2727272727272727,-137.94112549695427,-6.270051158952467,22,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.6285714285714286
126,126,35.0,-193.25483399593904,263.0,s2,257,19.76923076923077,-55.31370849898477,-4.254900653768059,13,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.37142857142857144
127,127,16.0,-105.65685424949238,201.0,s1,0,0.0,-74.0,-12.333333333333334,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.375
127,127,16.0,-105.65685424949238,201.0,s2,201,20.1,-31.65685424949238,-3.165685424949238,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.625
128,128,19.0,-266.0,216.0,s1,0,0.0,-182.0,-22.75,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,3.0,0.42105263157894735
128,128,19.0,-266.0,216.0,s2,216,19.636363636363637,-84.0,-7.636363636363637,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5789473684210527
129,129,13.0,-93.65685424949238,219.0,s1,0,0.0,-58.0,-29.0,2,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.15384615384615385
129,129,13.0,-93.65685424949238,219.0,s2,219,19.90909090909091,-35.65685424949238,-3.2415322044993076,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.8461538461538461
130,130,15.0,-101.65685424949238,201.0,s1,2,0.4,-70.0,-14.0,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.3333333333333333
130,130,15.0,-101.65685424949238,201.0,s2,199,19.9,-31.65685424949238,-3.165685424949238,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6666666666666666
131,131,17.0,-162.97056274847714,183.0,s1,0,0.0,-76.97056274847715,-9.621320343559644,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.47058823529411764
131,131,17.0,-162.97056274847714,183.0,s2,183,20.333333333333332,-86.0,-9.555555555555555,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5294117647058824
132,132,22.0,-134.6274169979695,284.0,s1,4,0.4,-83.31370849898477,-8.331370849898477,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.45454545454545453
132,132,22.0,-134.6274169979695,284.0,s2,280,23.333333333333332,-51.31370849898477,-4.2761423749153975,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5454545454545454
133,133,32.0,-180.5685424949238,227.0,s1,5,0.23809523809523808,-143.25483399593904,-6.821658761711383,21,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.65625
133,133,32.0,-180.5685424949238,227.0,s2,222,20.181818181818183,-37.31370849898477,-3.3921553180895243,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.34375
134,134,17.0,-116.28427124746192,213.0,s1,2,0.2857142857142857,-82.97056274847715,-11.852937535496736,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.4117647058823529
134,134,17.0,-116.28427124746192,213.0,s2,211,21.1,-33.31370849898477,-3.3313708498984766,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5882352941176471
135,135,19.0,-116.97056274847715,219.0,s1,3,0.3,-79.31370849898477,-7.931370849898476,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5263157894736842
135,135,19.0,-116.97056274847715,219.0,s2,216,24.0,-37.65685424949238,-4.184094916610265,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.47368421052631576
136,136,18.0,-115.31370849898477,408.0,s1,1,0.2,-70.0,-14.0,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.2777777777777778
136,136,18.0,-115.31370849898477,408.0,s2,407,31.307692307692307,-45.31370849898477,-3.4856698845372898,13,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.7222222222222222
137,137,22.0,-136.2842712474619,356.0,s1,2,0.18181818181818182,-98.97056274847715,-8.997323886225196,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5
137,137,22.0,-136.2842712474619,356.0,s2,354,32.18181818181818,-37.31370849898477,-3.3921553180895243,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5
138,138,18.0,-115.31370849898477,225.0,s1,1,0.14285714285714285,-71.31370849898477,-10.18767264271211,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.3888888888888889
138,138,18.0,-115.31370849898477,225.0,s2,224,20.363636363636363,-44.0,-4.0,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6111111111111112
139,139,16.0,-107.31370849898477,205.0,s1,0,0.0,-75.65685424949238,-12.60947570824873,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.375
139,139,16.0,-107.31370849898477,205.0,s2,205,20.5,-31.65685424949238,-3.165685424949238,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.625
140,140,17.0,-112.97056274847715,197.0,s1,3,0.42857142857142855,-81.31370849898477,-11.616244071283537,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.4117647058823529
140,140,17.0,-112.97056274847715,197.0,s2,194,19.4,-31.65685424949238,-3.165685424949238,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5882352941176471
141,141,31.0,-226.5685424949238,483.0,s1,5,0.35714285714285715,-110.91168824543145,-7.922263446102247,14,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.45161290322580644
141,141,31.0,-226.5685424949238,483.0,s2,478,28.11764705882353,-115.65685424949238,-6.803344367617199,17,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5483870967741935
142,142,16.0,-105.65685424949238,262.0,s1,1,0.16666666666666666,-74.0,-12.333333333333334,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.375
142,142,16.0,-105.65685424949238,262.0,s2,261,26.1,-31.65685424949238,-3.165685424949238,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.625
143,143,23.0,-132.97056274847714,467.0,s1,1,0.1,-87.65685424949238,-8.765685424949238,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.43478260869565216
143,143,23.0,-132.97056274847714,467.0,s2,466,35.84615384615385,-45.31370849898477,-3.4856698845372898,13,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5652173913043478
144,144,13.0,-93.65685424949238,221.0,s1,3,0.6,-70.0,-14.0,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.38461538461538464
144,144,13.0,-93.65685424949238,221.0,s2,218,27.25,-23.65685424949238,-2.9571067811865475,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6153846153846154
145,145,13.0,-93.65685424949238,191.0,s1,1,0.2,-70.0,-14.0,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.38461538461538464
145,145,13.0,-93.65685424949238,191.0,s2,190,23.75,-23.65685424949238,-2.9571067811865475,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6153846153846154
146,146,13.0,-95.31370849898477,151.0,s1,3,0.5,-65.65685424949238,-10.942809041582064,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.46153846153846156
146,146,13.0,-95.31370849898477,151.0,s2,148,21.142857142857142,-29.65685424949238,-4.2366934642131975,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5384615384615384
147,147,14.0,-95.31370849898477,152.0,s1,2,0.2857142857142857,-74.0,-10.571428571428571,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5
147,147,14.0,-95.31370849898477,152.0,s2,150,21.428571428571427,-21.31370849898476,-3.0448154998549657,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5
148,148,16.0,-107.31370849898477,407.0,s1,0,0.0,-62.0,-20.666666666666668,3,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.1875
148,148,16.0,-107.31370849898477,407.0,s2,407,31.307692307692307,-45.31370849898477,-3.4856698845372898,13,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.8125
149,149,22.0,-134.6274169979695,305.0,s1,4,0.4,-93.31370849898477,-9.331370849898477,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.45454545454545453
149,149,22.0,-134.6274169979695,305.0,s2,301,25.083333333333332,-41.31370849898477,-3.442809041582064,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5454545454545454
150,150,23.0,-138.62741699796953,346.0,s1,4,0.4,-93.31370849898477,-9.331370849898477,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.43478260869565216
150,150,23.0,-138.62741699796953,346.0,s2,342,26.307692307692307,-45.31370849898477,-3.4856698845372898,13,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5652173913043478
151,151,28.0,-160.2842712474619,271.0,s1,7,0.4666666666666667,-106.62741699796953,-7.108494466531302,15,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5357142857142857
151,151,28.0,-160.2842712474619,271.0,s2,264,20.307692307692307,-53.65685424949238,-4.12745032688403,13,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.4642857142857143
152,152,13.0,-93.65685424949238,177.0,s1,2,0.4,-70.0,-14.0,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.38461538461538464
152,152,13.0,-93.65685424949238,177.0,s2,175,21.875,-23.65685424949238,-2.9571067811865475,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6153846153846154
153,153,14.0,-97.65685424949238,405.0,s1,2,0.4,-61.65685424949238,-12.331370849898477,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.35714285714285715
153,153,14.0,-97.65685424949238,405.0,s2,403,44.77777777777778,-36.0,-4.0,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6428571428571429
